latitude,longitude
49.9056648885762,8.64706862786444
49.9057581290052,8.64720665301106
49.9059479385437,8.64712825619317
49.9060257575968,8.64725274691474
49.906212406536,8.64717019497821
49.9062813095939,8.64729085206597
49.9064641716545,8.64711655212956
49.9067276209196,8.64706017742085
49.9069969669611,8.64707951979556
49.9073256887926,8.64695568048705
49.9074977761437,8.64666948310584
49.9073755407954,8.64652066382848
49.9075244060333,8.64625872773797
49.9076545503357,8.64634648962661
49.9077233108524,8.64597790113317
49.9078581030936,8.64608554401561
49.9080030614302,8.64589939488756
49.9080558025529,8.64611710420649
49.908231002967,8.64593797504634
49.9083084003934,8.6461596831481
49.9084231287087,8.64597041128795
49.9084992660593,8.64619185099726
49.9086063452502,8.64600124174105
49.9087065097566,8.64622682399114
49.9088231277657,8.64603781544086
49.9088816300637,8.64643417178584
49.9089511067134,8.64618227849568
49.9089273383231,8.64670555659011
49.909061870248,8.64678702292402
49.9090815363598,8.64713129912597
49.9089589774107,8.64726018398927
49.9090961678724,8.64738787087325
49.908975031816,8.64754111731303
49.9091107988176,8.64764444277868
49.9089949832695,8.64789124053785
49.9091305595121,8.6479910866112
49.9090137965087,8.64822229208127
49.9090748110436,8.64855972228836
49.9091687140612,8.64888744408038
49.9092448684143,8.6491460774201
49.9091506869159,8.64828104424761
49.9092184629397,8.64856438864668
49.9092843936097,8.64880290144372
49.9094301287234,8.64916896701968
49.9094282670305,8.64938610722357
49.9095928749704,8.64939062415077
49.9090381274919,8.64649249688377
49.9082917394295,8.64638848603628
49.9096434848427,8.64967911087914
49.9097970742053,8.64984721644658
49.9077397079566,8.65739638011647
49.9077787379491,8.65809564827263
49.9078411750345,8.65871216622767
49.9079088749434,8.6593761393126
49.9079591436416,8.65986336538552
49.9080163307902,8.66041029027067
49.9080636612629,8.66087845922413
49.9082988133054,8.66203316745506
49.908592202078,8.66271187218343
49.9089943084034,8.66329122408542
49.9065936464316,8.65249360004854
49.9068449253305,8.65245697837898
49.9071370567321,8.65242660828295
49.9074685761268,8.65239400500552
49.9078275181041,8.65235814026908
49.908089830625,8.65240179594347
49.9083189282127,8.65240669519656
49.9083111614761,8.65209617927966
49.9083248378112,8.65173829659687
49.9086527250704,8.65241376675861
49.908960182341,8.65242534511527
49.9092369378145,8.65242642025302
49.9095440206831,8.65243312693283
49.9098457962237,8.65243959327877
49.9101352636646,8.65257079934664
49.910290142308,8.65254016034709
49.9106047569198,8.65256909798142
49.9107644034109,8.65238870175046
49.9109915034173,8.6522373460894
49.9111226969403,8.65186689836096
49.9112042094299,8.65208497832412
49.9114521303597,8.65194851211814
49.9119835691522,8.65178883263504
49.912334637328,8.65173685993947
49.9126959490228,8.6516816092
49.913062098623,8.65165000096752
49.9131074314593,8.6519801945171
49.9134064659345,8.65164292395322
49.9137168458717,8.65166938087608
49.911407583531,8.65011675996701
49.9114187892765,8.64980650503205
49.9114349522369,8.64941069681781
49.9114349522369,8.64941069681781
49.9112496495071,8.6493737385823
49.9112417766027,8.64959594451946
49.9111197368648,8.64948081022347
49.9108549678115,8.64945793784417
49.9105855323746,8.64943858144193
49.9105978672007,8.64977024848206
